C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2/6/2024,4:05:01,0000000421635450,,0000000421635444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,,,,,,,,,,
D,DREGION,,3,1/6/2024 18:20,1,QLD1,0,153.70649,0,153.70649,0,0,7430.55,-16,8265.61,0,835.07,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,42,,,,,,,,131,,,,,,,,130,,,,,,17.35439,10403.19728,124,7435.7915,7435.48,,4,,,,48,,,,,,,,,,,,,,,,,,,1.23,1.23,0,1.36,1.36,0,0.41,0.41,0,2,2,0,0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,2,2,0,279,403,160,291.92999,236,368,188,351.577025,,
D,DREGION,,3,1/6/2024 18:20,1,SA1,0,174.84,0,174.84,0,0,1943.14,13,1601.16,0,-341.98,0,,,73,,,,,,,,83,,,,,,,,81,,,,,,,,153,,,,,,,,184,,,,,,,,179,,,,,,10.03757,3167.83395,340,1927.20813,1948.16,,105,,,,30,,,,,,,,,,,,,,,,,,,1.23,1.23,0,1.36,1.36,0,0.41,0.41,0,2,2,0,0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,2,2,0,298.81049,302.81049,296.81049,214.614951,261,288,275,433.13932,,
D,DREGION,,3,1/6/2024 18:20,1,TAS1,0,161.1,0,161.1,0,0,1401.47,-4,1259.43,0,-142.04,0,,,0,,,,,,,,121.64,,,,,,,,48.47,,,,,,,,42.04,,,,,,,,55.02,,,,,,,,88.02,,,,,,-3.02871,1899.8,0,1408.49658,1401.47,,50,,,,50,,,,,,,,,,,,,,,,,,,1.23,1.23,0,1.36,1.36,0,0.38,0.38,0,6.36,6.36,0,0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,3.26,3.26,0,129.094383,150.963882,185.150852,128.067498,166.779399,706.298319,971.768166,323.617192,,
D,DREGION,,3,1/6/2024 18:20,1,VIC1,0,158.85347,0,158.85347,0,0,6534.59,-6,7282.78,0,748.19,0,,,103,,,,,,,,105,,,,,,,,82,,,,,,,,201.96,,,,,,,,159,,,,,,,,165,,,,,,12.91867,9140.76727,449,6545.74268,6549.79,,18,,,,86,,,,,,,,,,,,,,,,,,,1.23,1.23,0,1.36,1.36,0,0.41,0.41,0,2,2,0,0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,2,2,0,712,718,716,222.04168,351,393,396,479.84375,,
D,DREGION,,3,1/6/2024 18:25,1,NSW1,0,169.06932,0,169.06932,0,0,10056.69,-20,8980.49,0,-1076.21,0,,,52.03,,,,,,,,93.65,,,,,,,,35.18,,,,,,,,105,,,,,,,,114,,,,,,,,111,,,,,,25.91227,12414.13473,99,10063.0752,10068.48,,36,,,,6,,,,,,,,,,,,,,,,,,,1,1,0,0.86,0.86,0,0.39,0.39,0,1,1,0,0.03,0.03,0,0.15,0.15,0,0.1,0.1,0,9.88,9.88,0,182.7254,202.7254,449.7254,83,314,386,368,330.416067,,
D,DREGION,,3,1/6/2024 18:25,1,QLD1,0,155.38922,0,155.38922,0,0,7372.87,-21,8180.46,0,807.59,0,,,40,,,,,,,,40,,,,,,,,40,,,,,,,,87,,,,,,,,169,,,,,,,,167,,,,,,0.414,10366.80587,124,7398.87207,7377.17,,56,,,,22,,,,,,,,,,,,,,,,,,,1,1,0,0.86,0.86,0,0.39,0.39,0,1,1,0,0.03,0.03,0,0.15,0.15,0,0.1,0.1,0,9.88,9.88,0,295,420,177,275.92999,236,368,188,365.345703,,
D,DREGION,,3,1/6/2024 18:25,1,SA1,0,174.84,0,174.84,0,0,1943.62,10,1628.73,0,-314.89,0,,,64,,,,,,,,90,,,,,,,,84,,,,,,,,138.35,,,,,,,,174.62,,,,,,,,180.62,,,,,,10.62427,3206.36507,340,1932.40552,1947.8,,52,,,,49,,,,,,,,,,,,,,,,,,,1,1,0,0.86,0.86,0,0.39,0.39,0,1,1,0,0.03,0.03,0,0.15,0.15,0,0.1,0.1,0,9.88,9.88,0,284,289,277,259.01279,308,337,319,436.36868,,
D,DREGION,,3,1/6/2024 18:25,1,TAS1,0,161.44608,0,161.44608,0,0,1407.47,-4,1269.5,0,-137.97,0,,,0,,,,,,,,28.67,,,,,,,,28.67,,,,,,,,37.97,,,,,,,,6,,,,,,,,9,,,,,,4.91616,1899.6,0,1406.55798,1407.47,,50,,,,50,,,,,,,,,,,,,,,,,,,1,1,0,0.86,0.86,0,0.38,0.38,0,6.70608,6.70608,0,0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,4.26,4.26,0,129.094383,150.963882,185.150852,184.02131,166.779399,706.298319,982.144813,406.10825,,
D,DREGION,,3,1/6/2024 18:25,1,VIC1,0,159.74676,0,159.74676,0,0,6535.55,-11,7291.84,0,756.29,0,,,102,,,,,,,,125,,,,,,,,91,,,,,,,,143,,,,,,,,177,,,,,,,,173,,,,,,0.68226,9139.84201,449,6560.5332,6550.09,,16,,,,93,,,,,,,,,,,,,,,,,,,1,1,0,0.86,0.86,0,0.39,0.39,0,1,1,0,0.03,0.03,0,0.15,0.15,0,0.1,0.1,0,9.88,9.88,0,744,749,747,282,551,573,581,546.375,,
D,DREGION,,3,1/6/2024 18:30,1,NSW1,0,151.22229,0,151.22229,0,0,10056.93,-20,9057.79,0,-999.15,0,,,104,,,,,,,,135.19,,,,,,,,109.29,,,,,,,,68,,,,,,,,77,,,,,,,,74,,,,,,29.27593,12376.59131,99,10060.92969,10066.71,,61,,,,6,,,,,,,,,,,,,,,,,,,1.23,1.23,0,1.36,1.36,0,0.38,0.38,0,3.68,3.68,0,0.1,0.1,0,0.15,0.15,0,0.08,0.08,0,5.99,5.99,0,169.6827,189.6827,436.6827,28,254,286,328,493.581905,,
D,DREGION,,3,1/6/2024 18:30,1,QLD1,0,138.89,0,138.89,0,0,7328.7,-21,8124.69,0,795.99,0,,,0,,,,,,,,55,,,,,,,,10.83,,,,,,,,65,,,,,,,,147,,,,,,,,145,,,,,,0.49269,10340.20498,124,7353.34033,7332.83,,41,,,,64,,,,,,,,,,,,,,,,,,,1.23,1.23,0,1.36,1.36,0,0.38,0.38,0,3.68,3.68,0,0.1,0.1,0,0.15,0.15,0,0.08,0.08,0,5.99,5.99,0,301,421,183,323.92999,246.833333,383,203,397.773281,,
D,DREGION,,3,1/6/2024 18:30,1,SA1,0,156.89107,0,156.89107,0,0,1961.85,7,1660.86,0,-300.99,0,,,77,,,,,,,,90,,,,,,,,86,,,,,,,,62,,,,,,,,161,,,,,,,,155,,,,,,14.29563,3232.18022,340,1946.39795,1965.63,,40,,,,30,,,,,,,,,,,,,,,,,,,1.23,1.23,0,1.36,1.36,0,0.38,0.38,0,3.68,3.68,0,0.1,0.1,0,0.15,0.15,0,0.08,0.08,0,5.99,5.99,0,303,303,291,270,307,336,318,468.204269,,
D,DREGION,,3,1/6/2024 18:30,1,TAS1,0,160.12,0,160.12,0,0,1406.29,-4,1075.09,0,-331.2,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,182.21,,,,,,,,30.69,,,,,,,,111.69,,,,,,4.64258,1899.3,0,1405.65186,1406.29,,50,,,,50,,,,,,,,,,,,,,,,,,,1.23,1.23,0,1.36,1.36,0,0.38,0.38,0,5.38,5.38,0,0.1,0.1,0,0.15,0.15,0,0.08,0.08,0,4.26,4.26,0,157.998507,254.562535,347.861549,180.511242,185.904285,665.216518,786.168523,241.115568,,
D,DREGION,,3,1/6/2024 18:30,1,VIC1,0,144.06255,0,144.06255,0,0,6509.12,-12,7380.47,0,871.34,0,,,75.71,,,,,,,,96,,,,,,,,73,,,,,,,,132,,,,,,,,223,,,,,,,,153,,,,,,-2.43047,9132.4651,449,6539.38281,6527.43,,18,,,,70,,,,,,,,,,,,,,,,,,,1.23,1.23,0,1.36,1.36,0,0.38,0.38,0,3.68,3.68,0,0.1,0.1,0,0.15,0.15,0,0.08,0.08,0,5.99,5.99,0,624,630,628,114,401,483,481,643.09375,,
D,DREGION,,3,1/6/2024 18:35,1,NSW1,0,164.23963,0,164.23963,0,0,9975.27,-24,8988.04,0,-987.23,0,,,66,,,,,,,,83.63,,,,,,,,79.76,,,,,,,,120,,,,,,,,102,,,,,,,,126,,,,,,27.18038,12585.38451,99,9978.74023,9985.51,,65,,,,45,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.86,0.86,0,0.39,0.39,0,3.38,3.38,0,0.1,0.1,0,0.1,0.1,0,0.08,0.08,0,1.5,1.5,0,248.75531,268.75531,502.75531,83.121769,286,358,340,385.676849,,
D,DREGION,,3,1/6/2024 18:35,1,QLD1,0,150.76831,0,150.76831,0,0,7352.79,-23,8170.35,0,817.56,0,,,0,,,,,,,,58,,,,,,,,13,,,,,,,,65,,,,,,,,147,,,,,,,,145,,,,,,-0.0669,10274.21039,124,7378.50098,7357.73,,1,,,,58,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.86,0.86,0,0.39,0.39,0,3.38,3.38,0,0.1,0.1,0,0.1,0.1,0,0.08,0.08,0,1.5,1.5,0,273,397,155,274.92999,249,386,206,393,,
D,DREGION,,3,1/6/2024 18:35,1,SA1,0,173.44,0,173.44,0,0,1961.24,5,1633.79,0,-327.45,0,,,79,,,,,,,,89,,,,,,,,84,,,,,,,,112.58,,,,,,,,123.07,,,,,,,,165,,,,,,10.07149,3189.36774,338,1963.25586,1965.79,,29,,,,30,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.86,0.86,0,0.39,0.39,0,3.38,3.38,0,0.1,0.1,0,0.1,0.1,0,0.08,0.08,0,1.5,1.5,0,310.57768,312,305,309.57768,304,334,321,435.36,,
D,DREGION,,3,1/6/2024 18:35,1,TAS1,0,160.24,0,160.24,0,0,1376.43,-4,1220.43,0,-156,0,,,0,,,,,,,,10.38,,,,,,,,10.38,,,,,,,,56,,,,,,,,6,,,,,,,,9.07,,,,,,-2.43592,1900.5,0,1382.86731,1376.43,,50,,,,50,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.86,0.86,0,0.38,0.38,0,5.5,5.5,0,0.38,0.38,0,0.38,0.38,0,0.08,0.08,0,3.26,3.26,0,133.369383,169.987019,205.019462,198.86406,171.103723,706.298319,931.733792,385.452528,,
D,DREGION,,3,1/6/2024 18:35,1,VIC1,0,157.99,0,157.99,0,0,6552.55,-16,7237.99,0,685.44,0,,,111.52,,,,,,,,135,,,,,,,,92,,,,,,,,153,,,,,,,,258,,,,,,,,191,,,,,,-3.27042,9140.176,449,6587.53516,6565.14,,65,,,,37,,,,,,,,,,,,,,,,,,,1.23,1.23,0,0.86,0.86,0,0.39,0.39,0,3.38,3.38,0,0.1,0.1,0,0.1,0.1,0,0.08,0.08,0,1.5,1.5,0,783,789,787,218,501,603,596,616.6875,,
D,DREGION,,3,1/6/2024 18:40,1,NSW1,0,157.08645,0,157.08645,0,0,9936.45,-26,9043.18,0,-893.27,0,,,56,,,,,,,,98.41,,,,,,,,65.41,,,,,,,,105,,,,,,,,98.75,,,,,,,,111,,,,,,23.39276,12607.69052,99,9971.62207,9950.42,,65,,,,85,,,,,,,,,,,,,,,,,,,0.86,0.86,0,0.71,0.71,0,0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,0.15,0.15,0,0.01,0.01,0,3.78,3.78,0,227.65765,247.65765,481.65765,106.121774,346,458,380,420.810977,,
D,DREGION,,3,1/6/2024 18:40,1,QLD1,0,141.06886,0,141.06886,0,0,7199.69,-25,8100.8,0,901.11,0,,,40,,,,,,,,55,,,,,,,,50.83,,,,,,,,65,,,,,,,,172,,,,,,,,154.75,,,,,,-0.89975,10295.87812,124,7234.93066,7208.23,,11,,,,36,,,,,,,,,,,,,,,,,,,0.86,0.86,0,0.71,0.71,0,0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,0.15,0.15,0,0.01,0.01,0,3.78,3.78,0,301,436,183,294.95,246.833333,383,203,378,,
D,DREGION,,3,1/6/2024 18:40,1,SA1,0,172.7196,0,172.7196,0,0,1962.43,2,1580.65,0,-381.78,0,,,58.14,,,,,,,,78,,,,,,,,73,,,,,,,,75,,,,,,,,187,,,,,,,,179,,,,,,1.42424,3194.65074,335,1971.91992,1968.83,,67,,,,35,,,,,,,,,,,,,,,,,,,0.86,0.86,0,0.71,0.71,0,0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,0.15,0.15,0,0.01,0.01,0,3.78,3.78,0,320,320,311,323,292,322,307,405.624047,,
D,DREGION,,3,1/6/2024 18:40,1,TAS1,0,160.21,0,160.21,0,0,1404.97,-4,1169.05,0,-235.92,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,101.49,,,,,,,,6,,,,,,,,9,,,,,,5.90841,1901.7,0,1403.06201,1404.97,,50,,,,50,,,,,,,,,,,,,,,,,,,0.86,0.86,0,0.71,0.71,0,0.38,0.38,0,5.47,5.47,0,0.1,0.1,0,0.15,0.15,0,0.01,0.01,0,3.78,3.78,0,136.616556,207.348855,256.864563,220.879025,174.637377,714.778319,878.742317,332.868248,,
D,DREGION,,3,1/6/2024 18:40,1,VIC1,0,154.70673,0,154.70673,0,0,6513.61,-14,7168.45,0,654.84,0,,,102,,,,,,,,145,,,,,,,,91,,,,,,,,132,,,,,,,,171,,,,,,,,181,,,,,,3.10784,9120.45318,449,6538.21484,6529.69,,17,,,,40,,,,,,,,,,,,,,,,,,,0.86,0.86,0,0.71,0.71,0,0.38,0.38,0,0.38,0.38,0,0.1,0.1,0,0.15,0.15,0,0.01,0.01,0,3.78,3.78,0,786,791,789,296,601,683,681,599.125,,
D,DREGION,,3,1/6/2024 18:45,1,NSW1,0,157.045,0,157.045,0,0,9847.39,-29,9046.32,0,-801.07,0,,,103,,,,,,,,141.2,,,,,,,,95.8,,,,,,,,123,,,,,,,,104.66,,,,,,,,96,,,,,,30.81482,12597.6377,99,9858.53809,9854.76,,84,,,,6,,,,,,,,,,,,,,,,,,,0.5,0.5,0,0.71,0.71,0,0.38,0.38,0,2.64,2.64,0,0.1,0.1,0,0.15,0.15,0,0.08,0.08,0,6.28,6.28,0,252.63324,272.63324,506.63324,84,413,525,457,390.534938,,
D,DREGION,,3,1/6/2024 18:45,1,QLD1,0,144.35564,0,144.35564,0,0,7277.1,-31,8059.07,0,781.98,0,,,0,,,,,,,,55,,,,,,,,50.83,,,,,,,,65,,,,,,,,172,,,,,,,,171,,,,,,-5.30238,10283.93573,124,7317.79443,7281.52,,16,,,,56,,,,,,,,,,,,,,,,,,,0.5,0.5,0,0.71,0.71,0,0.38,0.38,0,2.64,2.64,0,0.1,0.1,0,0.15,0.15,0,0.08,0.08,0,6.28,6.28,0,301,436,183,294.95,246.833333,383,203,380.638822,,
D,DREGION,,3,1/6/2024 18:45,1,SA1,0,171.84488,0,171.84488,0,0,1943.85,0,1568.22,0,-375.63,0,,,78,,,,,,,,91,,,,,,,,86,,,,,,,,75,,,,,,,,188,,,,,,,,174,,,,,,-7.98272,3198.22381,334,1962.21216,1950.04,,42,,,,36,,,,,,,,,,,,,,,,,,,0.5,0.5,0,0.71,0.71,0,0.38,0.38,0,2.64,2.64,0,0.1,0.1,0,0.15,0.15,0,0.08,0.08,0,6.28,6.28,0,322,322,309,342,305,335,317,401.73,,
D,DREGION,,3,1/6/2024 18:45,1,TAS1,0,160.18,0,160.18,0,0,1385.64,-3,1147.82,0,-237.83,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,114.12,,,,,,,,6,,,,,,,,9,,,,,,-2.41393,1903.50399,0,1391.05652,1385.64,,50,,,,50,,,,,,,,,,,,,,,,,,,0.5,0.5,0,0.71,0.71,0,0.38,0.38,0,5.44,5.44,0,0.1,0.1,0,0.15,0.15,0,0.08,0.08,0,4.26,4.26,0,139.468756,215.390658,279.144549,230.526091,176.165319,705.643184,855.469391,309.832568,,
D,DREGION,,3,1/6/2024 18:45,1,VIC1,0,154.67776,0,154.67776,0,0,6480.39,-17,7146.74,0,666.34,0,,,72.66,,,,,,,,87,,,,,,,,48,,,,,,,,132,,,,,,,,169,,,,,,,,189.66,,,,,,11.20842,9105.73858,449,6501.4165,6496.21,,18,,,,72,,,,,,,,,,,,,,,,,,,0.5,0.5,0,0.71,0.71,0,0.38,0.38,0,2.64,2.64,0,0.1,0.1,0,0.15,0.15,0,0.08,0.08,0,6.28,6.28,0,777,783,781,247,401,463,461,470.84375,,
D,DREGION,,3,1/6/2024 18:50,1,NSW1,0,158.76377,0,158.76377,0,0,9830.93,-32,9018.86,0,-812.08,0,,,90.89,,,,,,,,146,,,,,,,,99.07,,,,,,,,133,,,,,,,,108,,,,,,,,106,,,,,,32.32193,12553.15338,99,9839.03125,9839.44,,36,,,,46,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,2,2,0,0.1,0.1,0,0.38,0.38,0,0.1,0.1,0,15.17,15.17,0,239.49011,259.49011,506.49011,84,314,386,368,370.440482,,
D,DREGION,,3,1/6/2024 18:50,1,QLD1,0,145.25703,0,145.25703,0,0,7224.53,-28,8019.24,0,794.72,0,,,40,,,,,,,,40,,,,,,,,40,,,,,,,,65,,,,,,,,172,,,,,,,,143,,,,,,0,10263.29457,124,7257.21631,7229.64,,31,,,,22,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,2,2,0,0.1,0.1,0,0.38,0.38,0,0.1,0.1,0,15.17,15.17,0,301,436,183,293.89999,236,368,188,390.779507,,
D,DREGION,,3,1/6/2024 18:50,1,SA1,0,173.44,0,173.44,0,0,1944.57,-2,1579.39,0,-365.18,0,,,63,,,,,,,,89,,,,,,,,84,,,,,,,,73,,,,,,,,168.74,,,,,,,,175,,,,,,0,3191.58469,333,1952.86523,1950.39,,55,,,,45,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,2,2,0,0.1,0.1,0,0.38,0.38,0,0.1,0.1,0,15.17,15.17,0,320,320,307,338,302,332,314,403.84999,,
D,DREGION,,3,1/6/2024 18:50,1,TAS1,0,160.21,0,160.21,0,0,1378.16,-3,1192.17,0,-185.99,0,,,0,,,,,,,,36.74,,,,,,,,0,,,,,,,,73.89,,,,,,,,6,,,,,,,,9,,,,,,-10.58533,1905.35832,0,1391.74707,1378.16,,50,,,,50,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,5.47,5.47,0,0.1,0.1,0,0.38,0.38,0,0.1,0.1,0,4.26,4.26,0,135.454496,198.873531,238.503005,213.112868,174.637377,714.778319,898.330074,347.497938,,
D,DREGION,,3,1/6/2024 18:50,1,VIC1,0,156.30981,0,156.30981,0,0,6470.74,-17,7072.2,0,601.47,0,,,58,,,,,,,,61,,,,,,,,58,,,,,,,,156,,,,,,,,177,,,,,,,,198.74,,,,,,4.82688,9086.20301,449,6498.71484,6484.24,,38,,,,57,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.39,0.39,0,0.38,0.38,0,2,2,0,0.1,0.1,0,0.38,0.38,0,0.1,0.1,0,15.17,15.17,0,780,785,783,275.36752,351,373,381,414.40625,,
D,DREGION,,3,1/6/2024 18:55,1,NSW1,0,161.0904,0,161.0904,0,0,9866.01,-33,9005.17,0,-860.83,0,,,94,,,,,,,,112,,,,,,,,90,,,,,,,,98,,,,,,,,107,,,,,,,,78.41,,,,,,30.31157,12525.15814,99,9877.87012,9874.61,,65,,,,48,,,,,,,,,,,,,,,,,,,0.71,0.71,0,0.75,0.75,0,0.39,0.39,0,0.91,0.91,0,0.2,0.2,0,0.38,0.38,0,0.38,0.38,0,3.76,3.76,0,219.84076,239.84076,486.84076,93,346,458,380,365.298419,,
D,DREGION,,3,1/6/2024 18:55,1,QLD1,0,147.37312,0,147.37312,0,0,7193.11,-26,7978.32,0,785.21,0,,,0,,,,,,,,40,,,,,,,,40,,,,,,,,65,,,,,,,,175,,,,,,,,171,,,,,,0,10173.1237,124,7223.97168,7197.94,,15,,,,22,,,,,,,,,,,,,,,,,,,0.71,0.71,0,0.75,0.75,0,0.39,0.39,0,0.91,0.91,0,0.2,0.2,0,0.38,0.38,0,0.38,0.38,0,3.76,3.76,0,301,436,183,292.89999,236,368,188,390.779507,,
D,DREGION,,3,1/6/2024 18:55,1,SA1,0,173.44,0,173.44,0,0,1952.38,-3,1601.71,0,-350.67,0,,,65,,,,,,,,78,,,,,,,,73,,,,,,,,151.84,,,,,,,,189,,,,,,,,177,,,,,,0,3206.45172,332,1960.99402,1957.71,,61,,,,43,,,,,,,,,,,,,,,,,,,0.71,0.71,0,0.75,0.75,0,0.39,0.39,0,0.91,0.91,0,0.2,0.2,0,0.38,0.38,0,0.38,0.38,0,3.76,3.76,0,323,323,314,340,291,321,308,403,,
D,DREGION,,3,1/6/2024 18:55,1,TAS1,0,160.24,0,160.24,0,0,1391.23,-2,1234.53,0,-156.7,0,,,27.1,,,,,,,,73.98,,,,,,,,9.87,,,,,,,,56.7,,,,,,,,6,,,,,,,,9,,,,,,-2.26616,1906.89163,0,1395.49792,1391.23,,50,,,,50,,,,,,,,,,,,,,,,,,,0.71,0.71,0,0.75,0.75,0,0.38,0.38,0,5.5,5.5,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,3.76,3.76,0,131.829775,162.60385,197.308152,207.45532,170.065155,706.298319,939.538009,366.930232,,
D,DREGION,,3,1/6/2024 18:55,1,VIC1,0,157.33964,0,157.33964,0,0,6451.84,-21,7066.08,0,614.24,0,,,69,,,,,,,,72,,,,,,,,68.23,,,,,,,,132,,,,,,,,157.41,,,,,,,,199,,,,,,0,9095.07782,449,6486.40918,6464.33,,19,,,,57,,,,,,,,,,,,,,,,,,,0.71,0.71,0,0.75,0.75,0,0.39,0.39,0,0.91,0.91,0,0.2,0.2,0,0.38,0.38,0,0.38,0.38,0,3.76,3.76,0,778,783,781,278.105,351,353,361,393,,
D,DREGION,,3,1/6/2024 19:00,1,NSW1,0,142.59246,0,142.59246,0,0,9780.88,-31,9014.23,0,-766.66,0,,,99.39,,,,,,,,118,,,,,,,,96.41,,,,,,,,99,,,,,,,,108,,,,,,,,84.93,,,,,,30.34666,12509.59981,99,9799.38184,9784.77,,59,,,,23,,,,,,,,,,,,,,,,,,,0.71,0.71,0,0.79,0.79,0,0.38,0.38,0,2,2,0,0.14,0.14,0,0.38,0.38,0,0.1,0.1,0,3.71,3.71,0,219.60882,240.60882,487.60882,83,292,364,346,390.689207,,
D,DREGION,,3,1/6/2024 19:00,1,QLD1,0,133.01,0,133.01,0,0,7227.78,-23,7908.63,0,680.85,0,,,0,,,,,,,,58,,,,,,,,53,,,,,,,,65,,,,,,,,174,,,,,,,,171,,,,,,-6.07092,10155.86785,124,7259.28369,7229.69,,6,,,,37,,,,,,,,,,,,,,,,,,,0.71,0.71,0,0.79,0.79,0,0.38,0.38,0,2,2,0,0.14,0.14,0,0.38,0.38,0,0.1,0.1,0,3.71,3.71,0,301,435,183,290.61368,249,386,206,376.205819,,
D,DREGION,,3,1/6/2024 19:00,1,SA1,0,151.77044,0,151.77044,0,0,1930.97,-4,1626.63,0,-304.34,0,,,66,,,,,,,,79,,,,,,,,74,,,,,,,,61,,,,,,,,176,,,,,,,,165,,,,,,-2.44516,3205.62546,332,1961.9231,1934.85,,76,,,,30,,,,,,,,,,,,,,,,,,,0.71,0.71,0,0.79,0.79,0,0.38,0.38,0,2,2,0,0.14,0.14,0,0.38,0.38,0,0.1,0.1,0,3.71,3.71,0,311,310,301,304,292,322,309,450.90999,,
D,DREGION,,3,1/6/2024 19:00,1,TAS1,0,160.12,0,160.12,0,0,1397.67,-2,1063.37,0,-334.3,0,,,0,,,,,,,,19.48,,,,,,,,0,,,,,,,,156,,,,,,,,17.16,,,,,,,,17.16,,,,,,6.05301,1907.32318,0,1393.61536,1397.67,,50,,,,50,,,,,,,,,,,,,,,,,,,1.23,1.23,0,1.36,1.36,0,0.38,0.38,0,5.38,5.38,0,0.14,0.14,0,0.38,0.38,0,0.1,0.1,0,3.71,3.71,0,162.225372,272.607997,367.410799,263.912851,187.57452,653.275835,766.308968,221.566318,,
